Athlete ID,competition_scope,championship,season_note
AT_HE_KU_4622,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_HE_K_0175,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HE_NE_0838,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HE_NE_0840,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_HE_NE_0841,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HE_N_4620,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_HE_PA_0847,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_HE_RA_0843,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HE_SI_6411,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HE_VA_6410,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HE_XX_0837,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HE_XX_0839,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_HE_XX_3004,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HE_XX_4624,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HE_XX_5158,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HE_XX_7588,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_HI_CH_0849,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_HI_CH_3009,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HI_DA_0848,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HI_DH_6413,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_HI_KU_0011,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_HI_KU_3013,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_HI_MA_3007,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HI_MA_4140,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HI_MI_0854,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_HI_MI_4628,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HI_N_7113,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HI_PA_3012,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HI_RA_3010,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HI_RO_0859,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_HI_RO_3011,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HI_SH_4141,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HI_SH_6415,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_HI_SI_4629,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HI_SU_6416,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HI_XX_0850,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_HI_XX_0851,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HI_XX_0852,International,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_HI_XX_0858,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HI_XX_3006,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HI_XX_3008,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_HI_XX_4625,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HI_YA_0856,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HI_YA_0857,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HO_SI_7116,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HO_XX_3014,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HR_AS_0861,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_HR_BA_4631,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_HR_BA_7117,National,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_HR_DE_0860,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HR_DH_6418,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HU_BH_0862,National,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_HU_DE_0863,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HU_GA_3015,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_HU_QA_3017,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_HU_RI_3016,National,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_HU_SI_0865,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_HU_SI_7119,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_HU_XX_0864,International,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_HU_XX_6420,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_H_M_0794,International,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_ID_HU_7120,Regional,World qualification window,Auto-tagged for dashboard (replace with real labels when available)
AT_IK_AL_3019,Regional,Selection trials,Auto-tagged for dashboard (replace with real labels when available)
AT_IK_KH_0867,Regional,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_IL_AD_3020,International,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_IM_AL_3021,National,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_IM_KR_5578,International,International meet,Auto-tagged for dashboard (replace with real labels when available)
AT_IN_AS_0870,National,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_IN_BH_0871,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
AT_IN_KA_0869,Regional,Domestic circuit,Auto-tagged for dashboard (replace with real labels when available)
AT_IN_N_3022,Regional,National championships,Auto-tagged for dashboard (replace with real labels when available)
